SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_CODE,SUPPLY_TITLE,SUPPLY_DESCRIPTION
CS5SA1,FT,45L,2,"ASTM A860 Gr.WPHY65, 45 Degree elbow Long Radius (R=1.5D), Seamless, MSS SP-75, BW Ends","ELBOW 45 DEG LR, SEAMLESS, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40","10""",10,-,-,40,BW,-,0,0,-,4.2,SUMINISTRO DE 45 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S ASTM A860,
CS5SA1,FT,45L,2,"ASTM A860 Gr.WPHY65, 45 Degree elbow Long Radius (R=1.5D), Seamless, MSS SP-75, BW Ends","ELBOW 45 DEG LR, SEAMLESS, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH STD","12""",12,-,-,STD,BW,-,0,0,-,4.2,SUMINISTRO DE 45 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S ASTM A860,
CS5SA1,FT,45L,2,"ASTM A860 Gr.WPHY65, 45 Degree elbow Long Radius (R=1.5D), Seamless, MSS SP-75, BW Ends","ELBOW 45 DEG LR, SEAMLESS, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40","14""",14,-,-,40,BW,-,0,0,-,4.2,SUMINISTRO DE 45 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S ASTM A860,
CS5SA1,FT,45L,2,"ASTM A860 Gr.WPHY65, 45 Degree elbow Long Radius (R=1.5D), Welded + 100% RT, MSS SP-75, BW Ends","ELBOW 45 DEG LR, WELDED 100% RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40","16""",16,-,-,40,BW,-,0,0,-,4.2,,
CS5SA1,FT,45L,2,"ASTM A860 Gr.WPHY65, 45 Degree elbow Long Radius (R=1.5D), Welded + 100% RT, MSS SP-75, BW Ends","ELBOW 45 DEG LR, WELDED 100% RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH XS","18""",18,-,-,XS,BW,-,0,0,-,4.2,,
CS5SA1,FT,45L,2,"ASTM A860 Gr.WPHY65, 45 Degree elbow Long Radius (R=1.5D), Welded + 100% RT, MSS SP-75, BW Ends","ELBOW 45 DEG LR, WELDED 100% RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40","20""",20,-,-,40,BW,-,0,0,-,4.2,,
CS5SA1,FT,45L,2,"ASTM A860 Gr.WPHY65, 45 Degree elbow Long Radius (R=1.5D), Welded + 100% RT, MSS SP-75, BW Ends","ELBOW 45 DEG LR, WELDED 100% RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40","24""",24,-,-,40,BW,-,0,0,-,4.2,,
CS5SA1,FT,90L,2,"ASTM A105, 90 Degree elbow, ASME B16.11, SW Ends","ELBOW 90 DEG, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1/2""",0.5,-,-,-,SW,3000,0.15,0,-,4.2,SUMINISTRO DE 90 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000,
CS5SA1,FT,90L,2,"ASTM A105, 90 Degree elbow, ASME B16.11, SW Ends","ELBOW 90 DEG, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","3/4""",0.75,-,-,-,SW,3000,0.24,0,-,4.2,SUMINISTRO DE 90 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000,"SUMINISTRO DE 90 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000# FORGED ASTM A105, 3/4 """
CS5SA1,FT,90L,2,"ASTM A105, 90 Degree elbow, ASME B16.11, SW Ends","ELBOW 90 DEG, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1""",1,-,-,-,SW,3000,0.35,0,-,4.2,SUMINISTRO DE 90 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000,"SUMINISTRO DE 90 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000# FORGED ASTM A105, 1 """
CS5SA1,FT,90L,2,"ASTM A105, 90 Degree elbow, ASME B16.11, SW Ends","ELBOW 90 DEG, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1-1/2""",1.5,-,-,-,SW,3000,0.96,0,-,4.2,SUMINISTRO DE 90 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000,"SUMINISTRO DE 90 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000# FORGED ASTM A105, 1½ """
CS5SA1,FT,90L,2,"ASTM A234 Gr.WPB,90 Degree elbow Long Radius (R=1.5D), Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","ELBOW 90 DEG LR, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9,  IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80","2""",2,-,-,80,BW,-,0.94,0,-,4.2,SUMINISTRO DE 90 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S,
CS5SA1,FT,90L,2,"ASTM A234 Gr.WPB,90 Degree elbow Long Radius (R=1.5D), Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","ELBOW 90 DEG LR, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9,  IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80","3""",3,-,-,80,BW,-,2.75,0,-,4.2,SUMINISTRO DE 90 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S,
CS5SA1,FT,90L,2,"ASTM A234 Gr.WPB,90 Degree elbow Long Radius (R=1.5D), Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","ELBOW 90 DEG LR, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9,  IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80","4""",4,-,-,80,BW,-,5.4,0,-,4.2,SUMINISTRO DE 90 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S,
CS5SA1,FT,90L,2,"ASTM A234 Gr.WPB,90 Degree elbow Long Radius (R=1.5D), Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","ELBOW 90 DEG LR, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9,  IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80","6""",6,-,-,80,BW,-,15.35,0,-,4.2,SUMINISTRO DE 90 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S,
CS5SA1,FT,90L,2,"ASTM A234 Gr.WPB,90 Degree elbow Long Radius (R=1.5D), Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","ELBOW 90 DEG LR, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9,  IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 80","8""",8,-,-,80,BW,-,0,0,-,4.2,SUMINISTRO DE 90 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S,
CS5SA1,FT,90L,2,"ASTM A860 Gr.WPHY65, 90 Degree elbow Long Radius (R=1.5D), Seamless, MSS SP-75, BW Ends","ELBOW 90 DEG LR, SEAMLESS, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40","10""",10,-,-,40,BW,-,0,0,-,4.2,SUMINISTRO DE 90 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S,
CS5SA1,FT,90L,2,"ASTM A860 Gr.WPHY65, 90 Degree elbow Long Radius (R=1.5D), Seamless, MSS SP-75, BW Ends","ELBOW 90 DEG LR, SEAMLESS, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH STD","12""",12,-,-,STD,BW,-,0,0,-,4.2,SUMINISTRO DE 90 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S,
CS5SA1,FT,90L,2,"ASTM A860 Gr.WPHY65, 90 Degree elbow Long Radius (R=1.5D), Seamless, MSS SP-75, BW Ends","ELBOW 90 DEG LR, SEAMLESS, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40","14""",14,-,-,40,BW,-,0,0,-,4.2,SUMINISTRO DE 90 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S,
CS5SA1,FT,90L,2,"ASTM A860 Gr.WPHY65, 90 Degree elbow Long Radius (R=1.5D), Welded + 100% RT, MSS SP-75, BW Ends","ELBOW 90 DEG LR, WELDED 100% RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40","16""",16,-,-,40,BW,-,0,0,-,4.2,,
CS5SA1,FT,90L,2,"ASTM A860 Gr.WPHY65, 90 Degree elbow Long Radius (R=1.5D), Welded + 100% RT, MSS SP-75, BW Ends","ELBOW 90 DEG LR, WELDED 100% RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH XS","18""",18,-,-,XS,BW,-,0,0,-,4.2,,
CS5SA1,FT,90L,2,"ASTM A860 Gr.WPHY65, 90 Degree elbow Long Radius (R=1.5D), Welded + 100% RT, MSS SP-75, BW Ends","ELBOW 90 DEG LR, WELDED 100% RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 40","20""",20,-,-,40,BW,-,0,0,-,4.2,,
