SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,CO,CO_2.1,CO_2.2,CO_3.1,CO_3.2
CS6SA1,PP,BE,1,"API 5L Gr.X65, S-80, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.X65, ASME B36.10, PSL2, BW, SCH 80","12""",12,-,-,80,BE,-,0,323.9,-,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,PP,BE,1,"API 5L Gr.X65, S-80, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.X65, ASME B36.10, PSL2, BW, SCH 80","14""",14,-,-,80,BE,-,0,355.6,-,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,PP,BE,1,"API 5L Gr.X65, S-80, SAWL/HFW, ASME B36.10, PSL2, BE","PIPE, SAWL / HFW, CS, API 5L Gr.X65, ASME B36.10, PSL2, BW, SCH 80","16""",16,-,-,80,BE,-,0,406.4,-,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,PP,BE,1,"API 5L Gr.X65, S-80, SAWL/HFW, ASME B36.10, PSL2, BE","PIPE, SAWL / HFW, CS, API 5L Gr.X65, ASME B36.10, PSL2, BW, SCH 80","18""",18,-,-,80,BE,-,0,457,-,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,PP,BE,1,"API 5L Gr.X65, S-80, SAWL/HFW, ASME B36.10, PSL2, BE","PIPE, SAWL / HFW, CS, API 5L Gr.X65, ASME B36.10, PSL2, BW, SCH 80","20""",20,-,-,80,BE,-,0,508,-,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,PP,BE,1,"API 5L Gr.X65, S-80, SAWL/HFW, ASME B36.10, PSL2, BE","PIPE, SAWL / HFW, CS, API 5L Gr.X65, ASME B36.10, PSL2, BW, SCH 80","24""",24,-,-,80,BE,-,0,610,-,SUMINISTRO DE TUBERÍAS Y ACCESORIOS,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FL,SW,3,"ASTM A105, ASME B16.5, RTJ face/SW End","FLG SW, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ","1/2""",0.5,-,-,-,RTJ,1500,0,0,-,SUMINISTRO DE SOCKETWELD FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,SW,3,"ASTM A105, ASME B16.5, RTJ face/SW End","FLG SW, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ","3/4""",0.75,-,-,-,RTJ,1500,0,0,-,SUMINISTRO DE SOCKETWELD FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,SW,3,"ASTM A105, ASME B16.5, RTJ face/SW End","FLG SW, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ","1""",1,-,-,-,RTJ,1500,0,0,-,SUMINISTRO DE SOCKETWELD FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,SW,3,"ASTM A105, ASME B16.5, RTJ face/SW End","FLG SW, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ","1-1/2""",1.5,-,-,-,RTJ,1500,0,0,-,SUMINISTRO DE SOCKETWELD FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RTJ face/BW End","FLG WELD NECK, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ, SCH 160","2""",2,-,-,160,RTJ,1500,0,0,-,SUMINISTRO DE FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RTJ face/BW End","FLG WELD NECK, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ, SCH 160","3""",3,-,-,160,RTJ,1500,0,0,-,SUMINISTRO DE FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RTJ face/BW End","FLG WELD NECK, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ, SCH 120","4""",4,-,-,120,RTJ,1500,0,0,-,SUMINISTRO DE FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RTJ face/BW End","FLG WELD NECK, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ, SCH 120","6""",6,-,-,120,RTJ,1500,0,0,-,SUMINISTRO DE FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RTJ face/BW End","FLG WELD NECK, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ, SCH 120","8""",8,-,-,120,RTJ,1500,0,0,-,SUMINISTRO DE FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, ASME B16.5, RTJ face/BW End, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria.","FLG WELD NECK, CS, ASTM A694 Gr.F65, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B16.5, ASME B31.4 FOR ACCEPTANCE CRITERIA, CLASS 1500, RTJ, SCH 60","10""",10,-,-,60,RTJ,1500,0,0,-,SUMINISTRO DE FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, ASME B16.5, RTJ face/BW End, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria.","FLG WELD NECK, CS, ASTM A694 Gr.F65, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B16.5, ASME B31.4 FOR ACCEPTANCE CRITERIA, CLASS 1500, RTJ, SCH 80","12""",12,-,-,80,RTJ,1500,0,0,-,SUMINISTRO DE FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, ASME B16.5, RTJ face/BW End, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria.","FLG WELD NECK, CS, ASTM A694 Gr.F65, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B16.5, ASME B31.4 FOR ACCEPTANCE CRITERIA, CLASS 1500, RTJ, SCH 80","14""",14,-,-,80,RTJ,1500,0,0,-,SUMINISTRO DE FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, ASME B16.5, RTJ face/BW End, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria.","FLG WELD NECK, CS, ASTM A694 Gr.F65, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B16.5, ASME B31.4 FOR ACCEPTANCE CRITERIA, CLASS 1500, RTJ, SCH 80","16""",16,-,-,80,RTJ,1500,0,0,-,SUMINISTRO DE FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, ASME B16.5, RTJ face/BW End, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria.","FLG WELD NECK, CS, ASTM A694 Gr.F65, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B16.5, ASME B31.4 FOR ACCEPTANCE CRITERIA, CLASS 1500, RTJ, SCH 80","18""",18,-,-,80,RTJ,1500,0,0,-,SUMINISTRO DE FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, ASME B16.5, RTJ face/BW End, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria.","FLG WELD NECK, CS, ASTM A694 Gr.F65, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B16.5, ASME B31.4 FOR ACCEPTANCE CRITERIA, CLASS 1500, RTJ, SCH 80","20""",20,-,-,80,RTJ,1500,0,0,-,SUMINISTRO DE FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,WNK,3,"ASTM A694 Gr.F65, Weldneck Flange, ASME B16.5, RTJ face/BW End, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria.","FLG WELD NECK, CS, ASTM A694 Gr.F65, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B16.5, ASME B31.4 FOR ACCEPTANCE CRITERIA, CLASS 1500, RTJ, SCH 80","24""",24,-,-,80,RTJ,1500,0,0,-,SUMINISTRO DE FLANGE,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RTJ face","FLG BLIND, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ","1/2""",0.5,-,-,-,RTJ,1500,0,0,-,SUMINISTRO DE BLIND FLANGE #150,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RTJ face","FLG BLIND, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ","3/4""",0.75,-,-,-,RTJ,1500,0,0,-,SUMINISTRO DE BLIND FLANGE #150,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RTJ face","FLG BLIND, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ","1""",1,-,-,-,RTJ,1500,0,0,-,SUMINISTRO DE BLIND FLANGE #150,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RTJ face","FLG BLIND, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ","1-1/2""",1.5,-,-,-,RTJ,1500,0,0,-,SUMINISTRO DE BLIND FLANGE #150,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RTJ face","FLG BLIND, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ","2""",2,-,-,-,RTJ,1500,0,0,-,SUMINISTRO DE BLIND FLANGE #150,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
CS6SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RTJ face","FLG BLIND, CS, ASTM A105, ASME B16.5, CLASS 1500, RTJ","3""",3,-,-,-,RTJ,1500,0,0,-,SUMINISTRO DE BLIND FLANGE #150,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ",MONTAJE CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS DIAMETRO
