SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_CODE,SUPPLY_TITLE,SUPPLY_DESCRIPTION
CS1SC2,FT,45L,2,-,-,"24""",24,-,-,30,BW,-,159.35,0,-,,,
CS1SC2,FT,90L,2,-,-,"1/2""",0.5,-,-,-,SW,3000,0.15,0,-,,,
CS1SC2,FT,90L,2,-,-,"3/4""",0.75,-,-,-,SW,3000,0.24,0,-,,,
CS1SC2,FT,90L,2,-,-,"1""",1,-,-,-,SW,3000,0.35,0,-,,,
CS1SC2,FT,90L,2,-,-,"1-1/2""",1.5,-,-,-,SW,3000,0.96,0,-,,,
CS1SC2,FT,90L,2,-,-,"2""",2,-,-,40,BW,-,0.65,0,-,,,
CS1SC2,FT,90L,2,-,-,"3""",3,-,-,40,BW,-,2.03,0,-,,,
CS1SC2,FT,90L,2,-,-,"4""",4,-,-,40,BW,-,3.9,0,-,,,
CS1SC2,FT,90L,2,-,-,"6""",6,-,-,40,BW,-,10.2,0,-,,,
CS1SC2,FT,90L,2,-,-,"8""",8,-,-,20,BW,-,16.57,0,-,,,
CS1SC2,FT,90L,2,-,-,"10""",10,-,-,30,BW,-,31.3,0,-,,,
CS1SC2,FT,90L,2,-,-,"12""",12,-,-,30,BW,-,46.06,0,-,,,
CS1SC2,FT,90L,2,-,-,"14""",14,-,-,30,BW,-,68,0,-,,,
CS1SC2,FT,90L,2,-,-,"16""",16,-,-,40,BW,-,124.75,0,-,,,
CS1SC2,FT,90L,2,-,-,"18""",18,-,-,30,BW,-,139.83,0,-,,,
CS1SC2,FT,90L,2,-,-,"20""",20,-,-,30,BW,-,194.3,0,-,,,
CS1SC2,FT,90L,2,-,-,"24""",24,-,-,30,BW,-,318.7,0,-,,,
CS1SC2,FT,CAP,2,-,-,"1/2""",0.5,-,-,-,SW,3000,0.09,0,-,,,
CS1SC2,FT,CAP,2,-,-,"3/4""",0.75,-,-,-,SW,3000,0.14,0,-,,,
CS1SC2,FT,CAP,2,-,-,"1""",1,-,-,-,SW,3000,0.22,0,-,,,
CS1SC2,FT,CAP,2,-,-,"1-1/2""",1.5,-,-,-,SW,3000,0.57,0,-,,,
CS1SC2,FT,CAP,2,-,-,"2""",2,-,-,40,BW,-,0.3,0,-,,,
CS1SC2,FT,CAP,2,-,-,"3""",3,-,-,40,BW,-,0.7,0,-,,,
CS1SC2,FT,CAP,2,-,-,"4""",4,-,-,40,BW,-,1.6,0,-,,,
CS1SC2,FT,CAP,2,-,-,"6""",6,-,-,40,BW,-,3.6,0,-,,,
CS1SC2,FT,CAP,2,-,-,"8""",8,-,-,20,BW,-,4.5,0,-,,,
CS1SC2,FT,CAP,2,-,-,"10""",10,-,-,30,BW,-,7.63,0,-,,,
CS1SC2,FT,CAP,2,-,-,"12""",12,-,-,30,BW,-,13,0,-,,,
CS1SC2,FT,CAP,2,-,-,"14""",14,-,-,30,BW,-,17,0,-,,,
CS1SC2,FT,CAP,2,-,-,"16""",16,-,-,40,BW,-,30,0,-,,,
CS1SC2,FT,CAP,2,-,-,"18""",18,-,-,30,BW,-,30.3,0,-,,,
CS1SC2,FT,CAP,2,-,-,"20""",20,-,-,30,BW,-,49,0,-,,,
CS1SC2,FT,CAP,2,-,-,"24""",24,-,-,30,BW,-,74.5,0,-,,,
CS1SC2,FT,TEE,2,-,-,"1/2""",0.5,-,-,-,SW,3000,0.2,0,-,,,
CS1SC2,FT,TEE,2,-,-,"3/4""",0.75,-,-,-,SW,3000,0.33,0,-,,,
CS1SC2,FT,TEE,2,-,-,"1""",1,-,-,-,SW,3000,0.53,0,-,,,
CS1SC2,FT,TEE,2,-,-,"1-1/2""",1.5,-,-,-,SW,3000,1.35,0,-,,,
CS1SC2,FT,TEE,2,-,-,"2""",2,-,-,40,BW,-,1.9,0,-,,,
CS1SC2,FT,TEE,2,-,-,"3""",3,-,-,40,BW,-,4.5,0,-,,,
CS1SC2,FT,TEE,2,-,-,"4""",4,-,-,40,BW,-,8.44,0,-,,,
CS1SC2,FT,TEE,2,-,-,"6""",6,-,-,40,BW,-,19.3,0,-,,,
CS1SC2,FT,TEE,2,-,-,"8""",8,-,-,20,BW,-,29,0,-,,,
CS1SC2,FT,TEE,2,-,-,"10""",10,-,-,30,BW,-,36.77,0,-,,,
CS1SC2,FT,TEE,2,-,-,"12""",12,-,-,30,BW,-,61.74,0,-,,,
CS1SC2,FT,TEE,2,-,-,"14""",14,-,-,30,BW,-,93,0,-,,,
CS1SC2,FT,TEE,2,-,-,"16""",16,-,-,40,BW,-,249,0,-,,,
CS1SC2,FT,TEE,2,-,-,"18""",18,-,-,30,BW,-,181.14,0,-,,,
CS1SC2,FT,TEE,2,-,-,"20""",20,-,-,30,BW,-,265,0,-,,,
CS1SC2,FT,TEE,2,-,-,"24""",24,-,-,30,BW,-,443.55,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""",2,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""",2,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""",2,"1""",1,-,SW,3000,0.27,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""",2,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","3""",3,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","3""",3,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","3""",3,"1""",1,-,SW,3000,0.27,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","3""",3,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","4""",4,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","4""",4,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","4""",4,"1""",1,-,SW,3000,0.27,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","4""",4,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","6""",6,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","6""",6,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","6""",6,"1""",1,-,SW,3000,0.27,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","6""",6,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","8""",8,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","8""",8,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","8""",8,"1""",1,-,SW,3000,0.27,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","8""",8,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","10""",10,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","10""",10,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","10""",10,"1""",1,-,SW,3000,0.27,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","10""",10,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","12""",12,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","12""",12,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","12""",12,"1""",1,-,SW,3000,0.27,0,-,,,
CS1SC2,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","12""",12,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS1SC2,FT,WOL,2,-,-,"6""",6,"2""",2,40 x 40,BW,-,0.79,0,-,,,
CS1SC2,FT,WOL,2,-,-,"8""",8,"2""",2,20 x 40,BW,-,0.79,0,-,,,
CS1SC2,FT,WOL,2,-,-,"8""",8,"3""",3,20 x 40,BW,-,1.81,0,-,,,
CS1SC2,FT,WOL,2,-,-,"10""",10,"2""",2,30 x 40,BW,-,0.79,0,-,,,
CS1SC2,FT,WOL,2,-,-,"10""",10,"3""",3,30 x 40,BW,-,1.81,0,-,,,
CS1SC2,FT,WOL,2,-,-,"10""",10,"4""",4,30 x 40,BW,-,2.86,0,-,,,
CS1SC2,FT,WOL,2,-,-,"12""",12,"2""",2,30 x 40,BW,-,0.79,0,-,,,
CS1SC2,FT,WOL,2,-,-,"12""",12,"3""",3,30 x 40,BW,-,1.81,0,-,,,
CS1SC2,FT,WOL,2,-,-,"12""",12,"4""",4,30 x 40,BW,-,2.86,0,-,,,
CS1SC2,FT,WOL,2,-,-,"14""",14,"2""",2,30 x 40,BW,-,0.79,0,-,,,
CS1SC2,FT,WOL,2,-,-,"14""",14,"3""",3,30 x 40,BW,-,1.81,0,-,,,
CS1SC2,FT,WOL,2,-,-,"14""",14,"4""",4,30 x 40,BW,-,2.86,0,-,,,
CS1SC2,FT,WOL,2,-,-,"14""",14,"6""",6,30 x 40,BW,-,6.44,0,-,,,
CS1SC2,FT,WOL,2,-,-,"16""",16,"2""",2,40 x 40,BW,-,0.79,0,-,,,
CS1SC2,FT,WOL,2,-,-,"16""",16,"3""",3,40 x 40,BW,-,1.81,0,-,,,
CS1SC2,FT,WOL,2,-,-,"16""",16,"4""",4,40 x 40,BW,-,2.86,0,-,,,
CS1SC2,FT,WOL,2,-,-,"16""",16,"6""",6,40 x 40,BW,-,6.44,0,-,,,
CS1SC2,FT,WOL,2,-,-,"18""",18,"2""",2,30 x 40,BW,-,0.79,0,-,,,
CS1SC2,FT,WOL,2,-,-,"18""",18,"3""",3,30 x 40,BW,-,1.81,0,-,,,
CS1SC2,FT,WOL,2,-,-,"18""",18,"4""",4,30 x 40,BW,-,2.86,0,-,,,
CS1SC2,FT,WOL,2,-,-,"18""",18,"6""",6,30 x 40,BW,-,6.44,0,-,,,
CS1SC2,FT,WOL,2,-,-,"18""",18,"8""",8,30 x 20,BW,-,10.66,0,-,,,
CS1SC2,FT,WOL,2,-,-,"20""",20,"2""",2,30 x 40,BW,-,0.79,0,-,,,
CS1SC2,FT,WOL,2,-,-,"20""",20,"3""",3,30 x 40,BW,-,1.81,0,-,,,
CS1SC2,FT,WOL,2,-,-,"20""",20,"4""",4,30 x 40,BW,-,2.86,0,-,,,
CS1SC2,FT,WOL,2,-,-,"20""",20,"6""",6,30 x 40,BW,-,6.44,0,-,,,
CS1SC2,FT,WOL,2,-,-,"20""",20,"8""",8,30 x 20,BW,-,10.66,0,-,,,
CS1SC2,FT,WOL,2,-,-,"24""",24,"2""",2,30 x 40,BW,-,0.79,0,-,,,
CS1SC2,FT,WOL,2,-,-,"24""",24,"3""",3,30 x 40,BW,-,1.81,0,-,,,
CS1SC2,FT,WOL,2,-,-,"24""",24,"4""",4,30 x 40,BW,-,2.86,0,-,,,
CS1SC2,FT,WOL,2,-,-,"24""",24,"6""",6,30 x 40,BW,-,6.44,0,-,,,
CS1SC2,FT,WOL,2,-,-,"24""",24,"8""",8,30 x 20,BW,-,10.66,0,-,,,
CS1SC2,FT,WOL,2,-,-,"24""",24,"10""",10,30 x 30,BW,-,17.69,0,-,,,
CS1SC2,GS,GAS,4,"Aramid Fiber Reinforced NBR, Nonmetallic Flat Gasket, ASME B16.21, FF as per ASME B16.5, Thk=1/8in","NONMETALLIC FLAT GASKET, ARAMID FIBER REINFORCED NBR, ASME B16.21, THK 1/8"", CLASS 150, FF","1/2""",0.5,-,-,-,FF,150,0.005,0,-,,,
CS1SC2,GS,GAS,4,"Aramid Fiber Reinforced NBR, Nonmetallic Flat Gasket, ASME B16.21, FF as per ASME B16.5, Thk=1/8in","NONMETALLIC FLAT GASKET, ARAMID FIBER REINFORCED NBR, ASME B16.21, THK 1/8"", CLASS 150, FF","3/4""",0.75,-,-,-,FF,150,0.008,0,-,,,
CS1SC2,GS,GAS,4,"Aramid Fiber Reinforced NBR, Nonmetallic Flat Gasket, ASME B16.21, FF as per ASME B16.5, Thk=1/8in","NONMETALLIC FLAT GASKET, ARAMID FIBER REINFORCED NBR, ASME B16.21, THK 1/8"", CLASS 150, FF","1""",1,-,-,-,FF,150,0.01,0,-,,,
CS1SC2,GS,GAS,4,"Aramid Fiber Reinforced NBR, Nonmetallic Flat Gasket, ASME B16.21, FF as per ASME B16.5, Thk=1/8in","NONMETALLIC FLAT GASKET, ARAMID FIBER REINFORCED NBR, ASME B16.21, THK 1/8"", CLASS 150, FF","1-1/2""",1.5,-,-,-,FF,150,0.015,0,-,,,
CS1SC2,GS,GAS,4,"Aramid Fiber Reinforced NBR, Nonmetallic Flat Gasket, ASME B16.21, FF as per ASME B16.5, Thk=1/8in","NONMETALLIC FLAT GASKET, ARAMID FIBER REINFORCED NBR, ASME B16.21, THK 1/8"", CLASS 150, FF","2""",2,-,-,-,FF,150,0.029,0,-,,,
CS1SC2,GS,GAS,4,"Aramid Fiber Reinforced NBR, Nonmetallic Flat Gasket, ASME B16.21, FF as per ASME B16.5, Thk=1/8in","NONMETALLIC FLAT GASKET, ARAMID FIBER REINFORCED NBR, ASME B16.21, THK 1/8"", CLASS 150, FF","3""",3,-,-,-,FF,150,0.031,0,-,,,
CS1SC2,GS,GAS,4,"Aramid Fiber Reinforced NBR, Nonmetallic Flat Gasket, ASME B16.21, FF as per ASME B16.5, Thk=1/8in","NONMETALLIC FLAT GASKET, ARAMID FIBER REINFORCED NBR, ASME B16.21, THK 1/8"", CLASS 150, FF","4""",4,-,-,-,FF,150,0.051,0,-,,,
CS1SC2,GS,GAS,4,"Aramid Fiber Reinforced NBR, Nonmetallic Flat Gasket, ASME B16.21, FF as per ASME B16.5, Thk=1/8in","NONMETALLIC FLAT GASKET, ARAMID FIBER REINFORCED NBR, ASME B16.21, THK 1/8"", CLASS 150, FF","6""",6,-,-,-,FF,150,0.063,0,-,,,
CS1SC2,GS,GAS,4,"Aramid Fiber Reinforced NBR, Nonmetallic Flat Gasket, ASME B16.21, FF as per ASME B16.5, Thk=1/8in","NONMETALLIC FLAT GASKET, ARAMID FIBER REINFORCED NBR, ASME B16.21, THK 1/8"", CLASS 150, FF","8""",8,-,-,-,FF,150,0.088,0,-,,,
CS1SC2,GS,GAS,4,"Aramid Fiber Reinforced NBR, Nonmetallic Flat Gasket, ASME B16.21, FF as per ASME B16.5, Thk=1/8in","NONMETALLIC FLAT GASKET, ARAMID FIBER REINFORCED NBR, ASME B16.21, THK 1/8"", CLASS 150, FF","10""",10,-,-,-,FF,150,0.12,0,-,,,
CS1SC2,GS,GAS,4,"Aramid Fiber Reinforced NBR, Nonmetallic Flat Gasket, ASME B16.21, FF as per ASME B16.5, Thk=1/8in","NONMETALLIC FLAT GASKET, ARAMID FIBER REINFORCED NBR, ASME B16.21, THK 1/8"", CLASS 150, FF","12""",12,-,-,-,FF,150,0.186,0,-,,,
CS1SC2,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","1/2""",0.5,-,-,-,RF,150,0,0,-,,,
CS1SC2,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","3/4""",0.75,-,-,-,RF,150,0,0,-,,,
CS1SC2,BL,BOLT,5,"Stud bolt with 2 heavy hexagonal nuts, Full Length Threaded, ASME B1.1/ASME B18.2.2, A193 Gr.B7/A194 Gr.2H","STUD BOLTS W/2 HVY HEX NUTS, CS, A193 Gr.B7/A194 Gr.2H, ASME B18.2.1/B18.2.2","1""",1,-,-,-,RF,150,0,0,-,,,
