SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_DESCRIPTION,MANUFACTURING_DESCRIPTION,ERECTION_DESCRIPTION,DEMOLITION_DESCRIPTION,Catalogacion,MATERIAL,DESIGN_CODE,MANUFACTURING
CS2SA1,PP,BE,1.0,"ASTM A106 Gr.B, Seamless, ASME B36.10, BE","PIPE, SMLS, CS, ASTM A106 GR B, ASME B36.10, BE, SCH 30","12""",12.0,-,-,30,BE,-,65.19,323.9,-,"SUMINISTRO DE PIPE ASME B36.10 BE SEAMLESS ASTM A106 GR.  B, 12"", S-30","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 12""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 12"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,PP,BE,1.0,"ASTM A106 Gr.B, Seamless, ASME B36.10, BE","PIPE, SMLS, CS, ASTM A106 GR B, ASME B36.10, BE, SCH 30","14""",14.0,-,-,30,BE,-,81.33,355.6,-,"SUMINISTRO DE PIPE ASME B36.10 BE SEAMLESS ASTM A106 GR.  B, 14"", S-30","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 14""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 14"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,PP,BE,1.0,"ASTM A106 Gr.B, Seamless, ASME B36.10, BE","PIPE, SMLS, CS, ASTM A106 GR B, ASME B36.10, BE, SCH 40","16""",16.0,-,-,40,BE,-,123.31,406.4,-,"SUMINISTRO DE PIPE ASME B36.10 BE SEAMLESS ASTM A106 GR.  B, 18"", S-40","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 16""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 16"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,PP,BE,1.0,"ASTM A106 Gr.B, Seamless, ASME B36.10, BE","PIPE, SMLS, CS, ASTM A106 GR B, ASME B36.10, BE, SCH 30","18""",18.0,-,-,30,BE,-,122.38,457.0,-,"SUMINISTRO DE PIPE ASME B36.10 BE SEAMLESS ASTM A106 GR.  B, 18"", S-30","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 18""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 18"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,PP,BE,1.0,"ASTM A106 Gr.B, Seamless, ASME B36.10, BE","PIPE, SMLS, CS, ASTM A106 GR B, ASME B36.10, BE, SCH 30","20""",20.0,-,-,30,BE,-,155.13,508.0,-,"SUMINISTRO DE PIPE ASME B36.10 BE SEAMLESS ASTM A106 GR.  B, 20"", S-30","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 20""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 20"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,PP,BE,1.0,"ASTM A106 Gr.B, Seamless, ASME B36.10, BE","PIPE, SMLS, CS, ASTM A106 GR B, ASME B36.10, BE, SCH 30","24""",24.0,-,-,30,BE,-,209.65,610.0,-,"SUMINISTRO DE PIPE ASME B36.10 BE SEAMLESS ASTM A106 GR.  B, 24"", S-30","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 24""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 24"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,FT,45L,2.0,"ASTM A105, 45 Degree elbow, ASME B16.11, SW Ends","ELBOW 45 DEG, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1/2""",0.5,-,-,-,SW,3000,0.13,0.005,-,"SUMINISTRO DE 45 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000# FORGED ASTM A105, 1/2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,FT,45L,2.0,"ASTM A105, 45 Degree elbow, ASME B16.11, SW Ends","ELBOW 45 DEG, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","3/4""",0.75,-,-,-,SW,3000,0.21,0.005,-,"SUMINISTRO DE 45 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000# FORGED ASTM A105, 3/4""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",3028556.0,ASTM A105,ASME B16.11,-
CS2SA1,FT,45L,2.0,"ASTM A105, 45 Degree elbow, ASME B16.11, SW Ends","ELBOW 45 DEG, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1""",1.0,-,-,-,SW,3000,0.34,0.005,-,"SUMINISTRO DE 45 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000# FORGED ASTM A105, 1"", ","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",3028557.0,ASTM A105,ASME B16.11,-
CS2SA1,FT,45L,2.0,"ASTM A105, 45 Degree elbow, ASME B16.11, SW Ends","ELBOW 45 DEG, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1-1/2""",1.5,-,-,-,SW,3000,0.86,0.01,-,"SUMINISTRO DE 45 DEGREE ELBOW FEMALE END ASME B16.11 SW 3000## FORGED ASTM A105, 1-1/2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",3028558.0,ASTM A105,ASME B16.11,-
CS2SA1,FT,45L,2.0,"ASTM A234 Gr.WPB, 45 Degree elbow Long Radius (R=1.5D), Seamless, ASME  B16.9, BW Ends. ","ELBOW 45 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 40","2""",2.0,-,-,40,BW,-,0.32,0.015,-,"SUMINISTRO DE ELBOW 45° LR, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 2"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,FT,45L,2.0,"ASTM A234 Gr.WPB, 45 Degree elbow Long Radius (R=1.5D), Seamless, ASME  B16.9, BW Ends. ","ELBOW 45 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 40","3""",3.0,-,-,40,BW,-,1.02,0.03,-,"SUMINISTRO DE ELBOW 45° LR, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 3""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 3"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 3""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 3"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,FT,45L,2.0,"ASTM A234 Gr.WPB, 45 Degree elbow Long Radius (R=1.5D), Seamless, ASME  B16.9, BW Ends. ","ELBOW 45 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 40","4""",4.0,-,-,40,BW,-,1.95,0.045,-,"SUMINISTRO DE ELBOW 45° LR, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 4""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 4""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 4"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,FT,45L,2.0,"ASTM A234 Gr.WPB, 45 Degree elbow Long Radius (R=1.5D), Seamless, ASME  B16.9, BW Ends. ","ELBOW 45 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 40","6""",6.0,-,-,40,BW,-,5.1,0.095,-,"SUMINISTRO DE ELBOW 45° LR, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 6""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 6""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 6"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,FT,45L,2.0,"ASTM A234 Gr.WPB, 45 Degree elbow Long Radius (R=1.5D), Seamless, ASME  B16.9, BW Ends. ","ELBOW 45 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 20","8""",8.0,-,-,20,BW,-,9.0,0.165,-,"SUMINISTRO DE ELBOW 45° LR, SCH 20, BW, ASTM A-234 GR WPB, ASME B16.9 8""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 8"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 8""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 8"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",3028560.0,ASTM A234 GR WPB,ASME B16.9,SMLS
CS2SA1,FT,45L,2.0,"ASTM A234 Gr.WPB, 45 Degree elbow Long Radius (R=1.5D), Seamless, ASME  B16.9, BW Ends. ","ELBOW 45 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 30","10""",10.0,-,-,30,BW,-,19.65,0.26,-,"SUMINISTRO DE ELBOW 45° LR, SCH 30, BW, ASTM A-234 GR WPB, ASME B16.9 10""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 10"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 10""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 10"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,FT,45L,2.0,"ASTM A234 Gr.WPB, 45 Degree elbow Long Radius (R=1.5D), Seamless, ASME  B16.9, BW Ends. ","ELBOW 45 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 30","12""",12.0,-,-,30,BW,-,26.03,0.37,-,"SUMINISTRO DE ELBOW 45° LR, SCH 30, BW, ASTM A-234 GR WPB, ASME B16.9 12""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 12""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 12"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,FT,45L,2.0,"ASTM A234 Gr.WPB, 45 Degree elbow Long Radius (R=1.5D), Seamless, ASME  B16.9, BW Ends. ","ELBOW 45 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 30","14""",14.0,-,-,30,BW,-,34.0,0.47,-,"SUMINISTRO DE ELBOW 45° LR, SCH 30, BW, ASTM A-234 GR WPB, ASME B16.9 14""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 14""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 14"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,FT,45L,2.0,"ASTM A234 Gr.WPB, 45 Degree elbow Long Radius (R=1.5D), Seamless, ASME  B16.9, BW Ends. ","ELBOW 45 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 40","16""",16.0,-,-,40,BW,-,62.37,0.615,-,"SUMINISTRO DE ELBOW 45° LR, SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 16""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 16""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 16"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,FT,45L,2.0,"ASTM A234 Gr.WPB, 45 Degree elbow Long Radius (R=1.5D), Seamless, ASME  B16.9, BW Ends. ","ELBOW 45 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 30","18""",18.0,-,-,30,BW,-,69.91,0.775,-,"SUMINISTRO DE ELBOW 45° LR, SCH 30, BW, ASTM A-234 GR WPB, ASME B16.9 18""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 18""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 18"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,FT,45L,2.0,"ASTM A234 Gr.WPB, 45 Degree elbow Long Radius (R=1.5D), Seamless, ASME  B16.9, BW Ends. ","ELBOW 45 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 30","20""",20.0,-,-,30,BW,-,97.16,0.96,-,"SUMINISTRO DE ELBOW 45° LR, SCH 30, BW, ASTM A-234 GR WPB, ASME B16.9 20""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 20""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 20"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SA1,FT,45L,2.0,"ASTM A234 Gr.WPB, 45 Degree elbow Long Radius (R=1.5D), Seamless, ASME  B16.9, BW Ends. ","ELBOW 45 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 30","24""",24.0,-,-,30,BW,-,159.35,1.38,-,"SUMINISTRO DE ELBOW 45° LR, SCH 30, BW, ASTM A-234 GR WPB, ASME B16.9 24""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 24""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 24"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
