SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_DESCRIPTION,MANUFACTURING_DESCRIPTION,ERECTION_DESCRIPTION,DEMOLITION_DESCRIPTION
CS3SA1,PP,BE,1,"API 5L Gr.B, S-20, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.B, ASME B36.10, PSL2, BE, SCH 20","12""",12,-,-,20,BE,-,49.71,323.9,-,"SUMINISTRO DE PIPE, SCH 20, SMLS, BE, API 5L GR. B, PSL2, ASME B36.10, DIAM. 12""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 12""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 12"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,PP,BE,1,"API 5L Gr.B, S-20, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.B, ASME B36.10, PSL2, BE, SCH 20","14""",14,-,-,20,BE,-,67.91,355.6,-,"SUMINISTRO DE PIPE, SCH 20, SMLS, BE, API 5L GR. B, PSL2, ASME B36.10, DIAM. 14""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 14""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 14"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,PP,BE,1,"API 5L Gr.B, S-20, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.B, ASME B36.10, PSL2, BE, SCH 20","16""",16,-,-,20,BE,-,77.83,406.4,-,"SUMINISTRO DE PIPE, SCH 20, SMLS, BE, API 5L GR. B, PSL2, ASME B36.10, DIAM. 16""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 16""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 16"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,PP,BE,1,"API 5L Gr.B, S-STD, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.B, ASME B36.10, PSL2, BE, SCH STD","18""",18,-,-,STD,BE,-,73.86,457,-,"SUMINISTRO DE PIPE, SCH STD, SMLS, BE, API 5L GR. B, PSL2, ASME B36.10, DIAM. 18""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 18""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 18"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,PP,BE,1,"API 5L Gr.B, S-20, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.B, ASME B36.10, PSL2, BE, SCH 20","20""",20,-,-,20,BE,-,117.15,508,-,"SUMINISTRO DE PIPE, SCH 20, SMLS, BE, API 5L GR. B, PSL2, ASME B36.10, DIAM. 20""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 20""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 20"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,PP,BE,1,"API 5L Gr.B, S-XS, Seamless, ASME B36.10, PSL2, BE","PIPE, SEAMLESS, CS, API 5L Gr.B, ASME B36.10, PSL2, BE, SCH XS","24""",24,-,-,XS,BE,-,187.07,610,-,"SUMINISTRO DE PIPE, SCH XS, SMLS, BE, API 5L GR. B, PSL2, ASME B36.10, DIAM. 24""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 24""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 24"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,SW,3,"ASTM A105, Socketweld Flange, ASME B16.5, RF/SW End","SOCKETWELD FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF","1/2""",0.5,-,-,-,RF,300,1.2,0.010,-,"SUMINISTRO DE SW FLANGE, CLASS 300, RF, ASTM A105, ASME B16.5, 1/2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,SW,3,"ASTM A105, Socketweld Flange, ASME B16.5, RF/SW End","SOCKETWELD FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF","3/4""",0.75,-,-,-,RF,300,1.4,0.010,-,"SUMINISTRO DE SW FLANGE, CLASS 300, RF, ASTM A105, ASME B16.5, 3/4""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,SW,3,"ASTM A105, Socketweld Flange, ASME B16.5, RF/SW End","SOCKETWELD FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF","1""",1,-,-,-,RF,300,1.4,0.020,-,"SUMINISTRO DE SW FLANGE, CLASS 300, RF, ASTM A105, ASME B16.5, 1""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,SW,3,"ASTM A105, Socketweld Flange, ASME B16.5, RF/SW End","SOCKETWELD FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF","1-1/2""",1.5,-,-,-,RF,300,2.7,0.025,-,"SUMINISTRO DE SW FLANGE, CLASS 300, RF, ASTM A105, ASME B16.5, 1-1/2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF, SCH 80","2""",2,-,-,80,RF,300,3.64,0.030,-,"SUMINISTRO DE FLANGE WN, 300#, SCH 80, RF, ASTM A-105, ASME B16.5 2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 2"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF, SCH 80","3""",3,-,-,80,RF,300,7.46,0.040,-,"SUMINISTRO DE FLANGE WN, 300#, SCH 80, RF, ASTM A-105, ASME B16.5 3""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 3"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 3""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 3"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF, SCH 80","4""",4,-,-,80,RF,300,12.17,0.050,-,"SUMINISTRO DE FLANGE WN, 300#, SCH 80, RF, ASTM A-105, ASME B16.5 4""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 4""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 4"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF, SCH 80","6""",6,-,-,80,RF,300,21.52,0.080,-,"SUMINISTRO DE FLANGE WN, 300#, SCH 80, RF, ASTM A-105, ASME B16.5 6""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 6""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 6"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF, SCH 20","8""",8,-,-,20,RF,300,29.59,0.110,-,"SUMINISTRO DE FLANGE WN, 300#, SCH 20, RF, ASTM A-105, ASME B16.5 8""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 8"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 8""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 8"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF, SCH 20","10""",10,-,-,20,RF,300,42.35,0.140,-,"SUMINISTRO DE FLANGE WN, 300#, SCH 20, RF, ASTM A-105, ASME B16.5 10""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 10"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 10""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 10"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF, SCH 20","12""",12,-,-,20,RF,300,60.59,0.190,-,"SUMINISTRO DE FLANGE WN, 300#, SCH 20, RF, ASTM A-105, ASME B16.5 12""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 12""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 12"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF, SCH 20","14""",14,-,-,20,RF,300,87.52,0.230,-,"SUMINISTRO DE FLANGE WN, 300#, SCH 20, RF, ASTM A-105, ASME B16.5 14""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 14""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 14"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF, SCH 20","16""",16,-,-,20,RF,300,109.56,0.260,-,"SUMINISTRO DE FLANGE WN, 300#, SCH 20, RF, ASTM A-105, ASME B16.5 16""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 16""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 16"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF, SCH STD","18""",18,-,-,STD,RF,300,135.64,0.300,-,"SUMINISTRO DE FLANGE WN, 300#, SCH STD, RF, ASTM A-105, ASME B16.5 18""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 18""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 18"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF, SCH 20","20""",20,-,-,20,RF,300,164.54,0.350,-,"SUMINISTRO DE FLANGE WN, 300#, SCH 20, RF, ASTM A-105, ASME B16.5 20""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 20""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 20"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,WNK,3,"ASTM A105, Weldneck Flange, ASME B16.5, RF/BW End","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF, SCH XS","24""",24,-,-,XS,RF,300,246.48,0.440,-,"SUMINISTRO DE FLANGE WN, 300#, SCH XS, RF, ASTM A-105, ASME B16.5 24""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 24""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 24"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF","1/2""",0.5,-,-,-,RF,300,1.4,0.010,-,"SUMINISTRO DE BLIND FLANGE ASME B16.5 FLG 300 LB RAISED FACE FORGED ASTM A105, 1/2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS3SA1,FL,BLD,3,"ASTM A105, Blind Flange, ASME B16.5, RF","BLIND FLANGE, CS, ASTM A105, ASME B16.5, CLASS 300, RF","3/4""",0.75,-,-,-,RF,300,1.4,0.010,-,"SUMINISTRO DE BLIND FLANGE ASME B16.5 FLG 300 LB RAISED FACE FORGED ASTM A105, 3/4""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
